h_id,hotel_name,dateAdded,dateUpdated,Price per night($),no.of.reserved rooms,totalAmount
3068,InterContinental San Francisco,2017-01-28T04:53:07Z,2018-05-28T16:24:47Z,126.25,3,378.75
3069,InterContinental San Francisco,2017-01-28T04:53:07Z,2018-05-28T16:24:47Z,123.75,3,371.25
3070,InterContinental San Francisco,2017-01-28T04:53:07Z,2018-05-28T16:24:47Z,129,2,258
3071,InterContinental San Francisco,2017-01-28T04:53:07Z,2018-05-28T16:24:47Z,133.75,2,267.5
3072,Appletree Inn,2017-02-10T20:48:47Z,2018-05-28T16:24:36Z,141.25,2,282.5
3073,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,147,3,441
3074,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,155,4,620
3075,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,145,5,725
3076,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,135,5,675
3077,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,108.75,5,543.75
3078,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,112.5,3,337.5
3079,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,113,4,452
3080,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,120,4,480
3081,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,120,4,480
3082,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,126.25,4,505
3083,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,138.75,3,416.25
3084,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,143,2,286
3085,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,155.8333,2,311.6666
3086,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,166,5,830
3087,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,177.5,2,355
3088,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,172,2,344
3089,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,143.75,4,575
3090,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,120,6,720
3091,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,165,4,660
3092,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,172,4,688
3093,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,180,4,720
3094,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,180,2,360
3095,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,210,3,630
3096,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,200,3,600
3097,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,133.75,3,401.25
3098,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,139,3,417
3099,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,145,3,435
3100,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,150,3,450
3101,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,166,3,498
3102,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,166.25,7,1163.75
3103,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,177.5,3,532.5
3104,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,181,3,543
3105,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,180,3,540
3106,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,175,4,700
3107,Holiday Inn Express Baltimore-Bwi Airport West,2018-01-29T05:19:58Z,2018-05-28T16:24:27Z,175,3,525
3108,Hyatt Regency Sacramento,2018-01-27T05:00:51Z,2018-05-28T16:23:29Z,161.25,2,322.5
3109,Courtyard by Marriott Newport News Airport,2016-04-05T04:56:21Z,2018-05-28T16:22:24Z,135,3,405
3110,Drury Inn Suites St. Louis Convention Center,2015-11-02T15:14:25Z,2018-05-28T16:22:08Z,127.5,2,255
3111,Drury Inn Suites St. Louis Convention Center,2015-11-02T15:14:25Z,2018-05-28T16:22:08Z,150,3,450
3112,Drury Inn Suites St. Louis Convention Center,2015-11-02T15:14:25Z,2018-05-28T16:22:08Z,170,3,510
3113,Holiday Inn Express Suites Deming Mimbres Valley,2016-12-13T03:45:09Z,2018-05-28T16:22:01Z,171.25,3,513.75
3114,Holiday Inn Express Suites Deming Mimbres Valley,2016-12-13T03:45:09Z,2018-05-28T16:22:01Z,262,2,524
3115,Holiday Inn Express Suites Deming Mimbres Valley,2016-12-13T03:45:09Z,2018-05-28T16:22:01Z,175,4,700
3116,Comfort Inn,2016-10-26T21:32:03Z,2018-05-28T16:21:31Z,160,3,480
3117,Comfort Inn,2016-10-26T21:32:03Z,2018-05-28T16:21:31Z,175,2,350
3118,Comfort Inn,2016-10-26T21:32:03Z,2018-05-28T16:21:31Z,160,2,320
3119,Holiday Inn Express Suites Clinton,2016-05-29T01:17:19Z,2018-05-28T16:21:31Z,130,1,130
3120,Holiday Inn Express Suites Clinton,2016-05-29T01:17:19Z,2018-05-28T16:21:31Z,140,3,420
3121,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,165,3,495
3122,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,180,3,540
3123,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,186.6667,3,560.0001
3124,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,190,4,760
3125,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,250,4,1000
3126,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,250,2,500
3127,Drury Inn Suites Dayton North,2016-06-05T19:25:24Z,2018-05-28T16:21:24Z,250,2,500
3128,Hotel Prince Spafford,2016-10-11T15:09:12Z,2018-05-28T16:21:20Z,250,2,500
3129,Sleep Inn,2016-10-26T21:35:30Z,2018-05-28T16:21:20Z,240,2,480
3130,Sleep Inn,2016-10-26T21:35:30Z,2018-05-28T16:21:20Z,215,4,860
3131,Fairfield Inn Corbin,2016-12-15T19:37:16Z,2018-05-28T16:21:12Z,250,3,750
3132,Fairfield Inn Corbin,2016-12-15T19:37:16Z,2018-05-28T16:21:12Z,250,3,750
3133,Howard Johnson Express Inn/Airport,2016-11-02T00:40:26Z,2018-05-28T16:21:11Z,250,2,500
3134,Howard Johnson Express Inn/Airport,2016-11-02T00:40:26Z,2018-05-28T16:21:11Z,250,2,500
3135,Howard Johnson Express Inn/Airport,2016-11-02T00:40:26Z,2018-05-28T16:21:11Z,250,1,250
3136,Howard Johnson Express Inn/Airport,2016-11-02T00:40:26Z,2018-05-28T16:21:11Z,240,1,240
3137,Howard Johnson Express Inn/Airport,2016-11-02T00:40:26Z,2018-05-28T16:21:11Z,240,3,720
3138,Budget Inn of America,2016-06-22T19:07:12Z,2018-05-28T16:21:10Z,250,4,1000
3139,Solvang Inn Cottages,2016-11-08T02:35:32Z,2018-05-28T16:21:00Z,570,3,1710
3140,Solvang Inn Cottages,2016-11-08T02:35:32Z,2018-05-28T16:21:00Z,570,2,1140
3141,Garrison Inn,2015-11-06T10:17:53Z,2018-05-28T16:20:59Z,355,3,1065
3142,Portland Harbor Hotel,2017-06-19T15:56:21Z,2018-05-28T16:20:57Z,355,2,710
3143,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,365,3,1095
3144,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,320,3,960
3145,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,320,2,640
3146,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,320,3,960
3147,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,285,2,570
3148,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,320,3,960
3149,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,285,2,570
3150,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,320,2,640
3151,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,250,2,500
3152,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,260,2,520
3153,Courtyard by Marriott Houston Brookhollow,2016-10-29T04:04:16Z,2018-05-28T16:20:56Z,250,2,500
3154,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,250,2,500
3155,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,250,2,500
3156,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,240,2,480
3157,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,230,2,460
3158,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3159,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3160,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,225,4,900
3161,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,220,2,440
3162,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,225,2,450
3163,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,225,2,450
3164,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,2,430
3165,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3166,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,235,2,470
3167,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3168,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3169,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,3,645
3170,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3171,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3172,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,3,645
3173,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,2,430
3174,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,230,4,920
3175,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,265,2,530
3176,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,285,8,2280
3177,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,285,4,1140
3178,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,285,4,1140
3179,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,215,4,860
3180,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,600,4,2400
3181,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,600,3,1800
3182,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,3,1500
3183,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,2,1000
3184,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,600,3,1800
3185,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3186,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,2,1000
3187,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,2,1000
3188,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3189,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,5,2500
3190,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,5,2500
3191,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3192,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3193,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,3,1500
3194,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3195,DoubleTree by Hilton Hotel Washington DC - Silver Spring,2018-01-26T05:23:50Z,2018-05-28T16:20:54Z,500,4,2000
3196,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,600,4,2400
3197,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,500,3,1500
3198,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,500,2,1000
3199,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,500,4,2000
3200,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,500,5,2500
3201,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,280,3,840
3202,Best Western Plus Glenview-Chicagoland Inn Suites,2015-10-22T15:21:54Z,2018-05-28T16:20:29Z,500,3,1500
3203,SpringHill Suites Coeur d'Alene,2014-10-25T15:20:57Z,2018-05-28T16:20:28Z,500,3,1500
3204,SpringHill Suites Coeur d'Alene,2014-10-25T15:20:57Z,2018-05-28T16:20:28Z,500,4,2000
3205,SpringHill Suites Coeur d'Alene,2014-10-25T15:20:57Z,2018-05-28T16:20:28Z,500,4,2000
3206,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,115,2,230
3207,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,115,3,345
3208,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,100,3,300
3209,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,100,3,300
3210,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,100,3,300
3211,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,115,3,345
3212,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,115,2,230
3213,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,2,270
3214,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,150,2,300
3215,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,160,4,640
3216,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,160,4,640
3217,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,150,2,300
3218,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,150,2,300
3219,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,3,405
3220,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,115,3,345
3221,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,125,6,750
3222,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,100,3,300
3223,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,10,1350
3224,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,165,5,825
3225,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,125,6,750
3226,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,4,540
3227,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,8,1080
3228,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,145,4,580
3229,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,150,3,450
3230,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,140,4,560
3231,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,135,4,540
3232,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3233,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3234,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3235,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3236,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3237,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,450,4,1800
3238,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,410,4,1640
3239,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,225,4,900
3240,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,225,2,450
3241,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,245,2,490
3242,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,255,2,510
3243,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,235,2,470
3244,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,230,2,460
3245,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,225,3,675
3246,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,225,2,450
3247,Days Inn Baltimore South/Glen Burnie,2018-01-28T08:41:51Z,2018-05-28T16:20:26Z,205,3,615
3248,Holiday Inn Express Portland Se - Clackamas Area,2016-05-19T14:22:21Z,2018-05-28T16:20:07Z,450,3,1350
3249,Holiday Inn Express Portland Se - Clackamas Area,2016-05-19T14:22:21Z,2018-05-28T16:20:07Z,245,3,735
3250,Holiday Inn Express Portland Se - Clackamas Area,2016-05-19T14:22:21Z,2018-05-28T16:20:07Z,320,3,960
3251,Holiday Inn Express Portland Se - Clackamas Area,2016-05-19T14:22:21Z,2018-05-28T16:20:07Z,300,3,900
3252,Holiday Inn Express Portland Se - Clackamas Area,2016-05-19T14:22:21Z,2018-05-28T16:20:07Z,300,5,1500
3253,Circa 39 Hotel,2017-03-30T14:13:36Z,2018-05-28T16:20:01Z,300,2,600
3254,Circa 39 Hotel,2017-03-30T14:13:36Z,2018-05-28T16:20:01Z,355,4,1420
3255,Circa 39 Hotel,2017-03-30T14:13:36Z,2018-05-28T16:20:01Z,300,3,900
3256,Days Inn Columbus East,2016-05-16T22:42:13Z,2018-05-28T16:19:02Z,300,3,900
3257,Days Inn Columbus East,2016-05-16T22:42:13Z,2018-05-28T16:19:02Z,300,3,900
3258,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,115,3,345
3259,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,95,3,285
3260,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,115,3,345
3261,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,95,3,285
3262,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,95,3,285
3263,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,115,3,345
3264,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,115,3,345
3265,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,150,3,450
3266,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,150,2,300
3267,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,160,3,480
3268,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,180,4,720
3269,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,170,1,170
3270,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,155,3,465
3271,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,180,4,720
3272,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,135,4,540
3273,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,145,4,580
3274,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,95,4,380
3275,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,160,4,640
3276,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,190,2,380
3277,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,145,4,580
3278,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,165,2,330
3279,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,165,4,660
3280,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,189,4,756
3281,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,175,3,525
3282,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,145,2,290
3283,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,115,2,230
3284,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,4,1420
3285,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,6,2130
3286,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,4,1420
3287,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,430,4,1720
3288,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,430,4,1720
3289,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,4,1420
3290,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,430,3,1290
3291,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,9,3195
3292,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,4,1420
3293,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,3,1065
3294,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,395,3,1185
3295,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,395,3,1185
3296,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,375,3,1125
3297,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,6,2130
3298,Hilton Garden Inn BWI Airport,2018-03-12T01:20:57Z,2018-05-28T16:18:29Z,355,3,1065
3299,Holiday Inn Express and Suites,2017-03-24T18:00:14Z,2018-05-28T16:18:02Z,355,4,1420
